entry_id,theme_id,theme,category,type,subsection,lemma,primary_sense,query,query_status
1,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αγάπη,"love (affection, liking, attraction)",,needs_review
2,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αγόρι,boyfriend,boyfriend photo,generated
3,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αγωγή,treatment,treatment photo,generated
4,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αδελφή,sister,sister photo,generated
5,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αδέλφια,sibling,sibling photo,generated
6,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αδελφός,brother,brother photo,generated
7,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ανατροφή,upbringing,upbringing photo,generated
8,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ανιψιά,niece,niece photo,generated
9,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ανιψιός,nephew,nephew photo,generated
10,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αντρόγυνο,(colloquial) Alternative form of ανδρόγυνο (andrógyno),,needs_review
11,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,αρραβώνας,engagement,engagement photo,generated
12,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,βάφτιση,,,no_english
13,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,βαφτίσια,,,no_english
14,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,βέρα,wedding ring,wedding ring photo,generated
15,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,βρέφος,baby,baby photo,generated
16,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γάμος,marriage,marriage photo,generated
17,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γαμπρός,son-in-law,son-in-law photo,generated
18,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γενέθλια,birthday,birthday photo,generated
19,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γέννηση,start,start photo,generated
20,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γεννητικότητα,,,no_english
21,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γεράματα,old age (latter part of life),,needs_review
22,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γιαγιά,grandmother,grandmother photo,generated
23,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γιος,"son, a male child",,needs_review
24,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γλέντι,,,no_english
25,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γνωριμία,acquaintance,acquaintance photo,generated
26,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γονείς,Nominative,Nominative photo,generated
27,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,γονιός,parent,parent photo,generated
28,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,δεσμός,bond,bond photo,generated
29,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,δημαρχείο,town hall,town hall photo,generated
30,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,διαζύγιο,divorce,divorce photo,generated
31,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,διαθήκη,will,will photo,generated
32,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,διατροφή,nutrition,nutrition photo,generated
33,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,διαπαιδαγώγηση,edification,edification photo,generated
34,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,δώρο,gift,gift photo,generated
35,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,εγκυμοσύνη,pregnancy,pregnancy photo,generated
36,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,έγκυος,pregnant,pregnant photo,generated
37,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,εκκλησία,church,church photo,generated
38,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,εμπιστοσύνη,trust,trust photo,generated
39,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,επέτειοςγάμου,,,no_english
40,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,επιμέλειαπαιδιού,,,no_english
41,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,έρωτας,passion,passion photo,generated
42,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ζευγάρι,married or in romantic liaison,married or in romantic liaison photo,generated
43,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,θάνατος,death,death photo,generated
44,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,θεία,aunt,aunt photo,generated
45,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,θείος,uncle,uncle photo,generated
46,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,θηλασμός,breastfeeding,breastfeeding photo,generated
47,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,καβγαδάκι,,,no_english
48,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,καροτσάκι,baby buggy,baby buggy photo,generated
49,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κεράκι,candle,candle photo,generated
50,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κεραυνοβόλοςέρωτας,,,no_english
51,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κηδεία,funeral,funeral photo,generated
52,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κηδεμόνας,guardian,guardian photo,generated
53,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κοιμητήριο,cemetery,cemetery photo,generated
54,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κληρονόμος,heir,heir photo,generated
55,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κολυμβήθρα,,,no_english
56,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κόρη,daughter,daughter photo,generated
57,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κορίτσι,girl,girl photo,generated
58,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κοστούμι,suit,suit photo,generated
59,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κουμπάρα,one's best man,one's best man photo,generated
60,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κουμπάρος,one's best man,one's best man photo,generated
61,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κούνια,swing,swing photo,generated
62,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κουνιάδα,,,no_english
63,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κουνιάδος,brother-in-law,brother-in-law photo,generated
64,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,κουφέτο,,,no_english
65,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ληξιαρχικήπράξηγέννησης,,,no_english
66,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ληξιαρχικήπράξηγάμου,,,no_english
67,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,ληξιαρχικήπράξηθανάτου,,,no_english
68,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μαία,midwife,midwife photo,generated
69,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μαιευτήρας,,,no_english
70,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μαιευτήριο,maternity hospital,maternity hospital photo,generated
71,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μακαρίτης,,,no_english
72,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μακαρίτισσα,,,no_english
73,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μάλωμα,argument,argument photo,generated
74,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μαμά,vehicle with unmodified factory-built equipment.,vehicle with unmodified factory-built equipment. photo,generated
75,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μάνα,bank,bank photo,generated
76,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μανούλα,,,no_english
77,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μητέρα,mother,mother photo,generated
78,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μητρότητα,,,no_english
79,1,Οικογένεια: ο θεσμός - οι δεσμοί,Ουσιαστικά,noun,,μνήμα,grave,grave photo,generated
